date,brand,date_type,day_of_week,cnt,date_map,day_of_year,week_of_year
641,7,2,1,275,2014-12-01,335,49
641,8,2,1,246,2014-12-01,335,49
641,9,2,1,488,2014-12-01,335,49
641,10,2,1,599,2014-12-01,335,49
642,1,2,2,151,2014-12-02,336,49
642,2,2,2,225,2014-12-02,336,49
642,3,2,2,95,2014-12-02,336,49
642,4,2,2,486,2014-12-02,336,49
642,5,2,2,65,2014-12-02,336,49
642,6,2,2,253,2014-12-02,336,49
642,7,2,2,281,2014-12-02,336,49
642,8,2,2,215,2014-12-02,336,49
642,9,2,2,327,2014-12-02,336,49
642,10,2,2,349,2014-12-02,336,49
643,1,2,3,113,2014-12-03,337,49
643,2,2,3,120,2014-12-03,337,49
643,3,2,3,444,2014-12-03,337,49
643,4,2,3,473,2014-12-03,337,49
643,5,2,3,61,2014-12-03,337,49
643,6,2,3,231,2014-12-03,337,49
643,7,2,3,233,2014-12-03,337,49
643,8,2,3,229,2014-12-03,337,49
643,9,2,3,486,2014-12-03,337,49
643,10,2,3,419,2014-12-03,337,49
644,1,2,4,89,2014-12-04,338,49
644,2,2,4,94,2014-12-04,338,49
644,3,2,4,163,2014-12-04,338,49
644,4,2,4,356,2014-12-04,338,49
644,5,2,4,96,2014-12-04,338,49
644,6,2,4,144,2014-12-04,338,49
644,7,2,4,252,2014-12-04,338,49
644,8,2,4,203,2014-12-04,338,49
644,9,2,4,447,2014-12-04,338,49
644,10,2,4,348,2014-12-04,338,49
645,1,2,5,290,2014-12-05,339,49
645,2,2,5,232,2014-12-05,339,49
645,3,2,5,152,2014-12-05,339,49
645,4,2,5,220,2014-12-05,339,49
645,5,2,5,78,2014-12-05,339,49
645,6,2,5,194,2014-12-05,339,49
645,7,2,5,200,2014-12-05,339,49
645,8,2,5,98,2014-12-05,339,49
645,9,2,5,452,2014-12-05,339,49
645,10,2,5,300,2014-12-05,339,49
646,1,3,6,30,2014-12-06,340,49
646,3,3,6,32,2014-12-06,340,49
646,4,3,6,42,2014-12-06,340,49
646,6,3,6,23,2014-12-06,340,49
646,7,3,6,62,2014-12-06,340,49
646,9,3,6,30,2014-12-06,340,49
646,10,3,6,75,2014-12-06,340,49
647,6,3,7,5,2014-12-07,341,49
648,1,2,1,242,2014-12-08,342,50
648,2,2,1,180,2014-12-08,342,50
648,3,2,1,304,2014-12-08,342,50
648,4,2,1,490,2014-12-08,342,50
648,5,2,1,209,2014-12-08,342,50
648,6,2,1,207,2014-12-08,342,50
648,7,2,1,150,2014-12-08,342,50
648,8,2,1,319,2014-12-08,342,50
648,9,2,1,655,2014-12-08,342,50
648,10,2,1,419,2014-12-08,342,50
649,1,2,2,363,2014-12-09,343,50
649,2,2,2,64,2014-12-09,343,50
649,3,2,2,317,2014-12-09,343,50
649,4,2,2,739,2014-12-09,343,50
649,5,2,2,163,2014-12-09,343,50
649,6,2,2,323,2014-12-09,343,50
649,7,2,2,406,2014-12-09,343,50
649,8,2,2,215,2014-12-09,343,50
649,9,2,2,804,2014-12-09,343,50
649,10,2,2,549,2014-12-09,343,50
650,1,2,3,198,2014-12-10,344,50
650,2,2,3,90,2014-12-10,344,50
650,3,2,3,177,2014-12-10,344,50
650,4,2,3,473,2014-12-10,344,50
650,5,2,3,183,2014-12-10,344,50
650,6,2,3,177,2014-12-10,344,50
650,8,2,3,172,2014-12-10,344,50
650,9,2,3,444,2014-12-10,344,50
650,10,2,3,233,2014-12-10,344,50
651,1,2,4,111,2014-12-11,345,50
651,2,2,4,94,2014-12-11,345,50
651,3,2,4,325,2014-12-11,345,50
651,4,2,4,310,2014-12-11,345,50
651,5,2,4,144,2014-12-11,345,50
651,6,2,4,207,2014-12-11,345,50
651,7,2,4,114,2014-12-11,345,50
651,8,2,4,203,2014-12-11,345,50
651,9,2,4,458,2014-12-11,345,50
651,10,2,4,366,2014-12-11,345,50
652,1,2,5,266,2014-12-12,346,50
652,2,2,5,334,2014-12-12,346,50
652,3,2,5,279,2014-12-12,346,50
652,4,2,5,574,2014-12-12,346,50
652,5,2,5,209,2014-12-12,346,50
652,6,2,5,180,2014-12-12,346,50
652,7,2,5,175,2014-12-12,346,50
652,8,2,5,197,2014-12-12,346,50
652,9,2,5,452,2014-12-12,346,50
652,10,2,5,359,2014-12-12,346,50
653,2,3,6,64,2014-12-13,347,50
653,3,3,6,32,2014-12-13,347,50
653,4,3,6,21,2014-12-13,347,50
653,5,3,6,33,2014-12-13,347,50
653,6,3,6,46,2014-12-13,347,50
653,7,3,6,31,2014-12-13,347,50
653,8,3,6,92,2014-12-13,347,50
653,9,3,6,104,2014-12-13,347,50
653,10,3,6,50,2014-12-13,347,50
654,3,3,7,27,2014-12-14,348,50
655,1,2,1,169,2014-12-15,349,51
655,2,2,1,257,2014-12-15,349,51
655,3,2,1,279,2014-12-15,349,51
655,4,2,1,422,2014-12-15,349,51
655,5,2,1,104,2014-12-15,349,51
655,6,2,1,203,2014-12-15,349,51
655,7,2,1,125,2014-12-15,349,51
655,8,2,1,197,2014-12-15,349,51
655,9,2,1,762,2014-12-15,349,51
655,10,2,1,639,2014-12-15,349,51
656,1,2,2,60,2014-12-16,350,51
656,2,2,2,129,2014-12-16,350,51
656,3,2,2,475,2014-12-16,350,51
656,4,2,2,422,2014-12-16,350,51
656,5,2,2,65,2014-12-16,350,51
656,6,2,2,219,2014-12-16,350,51
656,7,2,2,156,2014-12-16,350,51
656,8,2,2,215,2014-12-16,350,51
656,9,2,2,729,2014-12-16,350,51
656,10,2,2,524,2014-12-16,350,51
657,1,2,3,282,2014-12-17,351,51
657,2,2,3,240,2014-12-17,351,51
657,3,2,3,237,2014-12-17,351,51
657,4,2,3,434,2014-12-17,351,51
657,5,2,3,61,2014-12-17,351,51
657,6,2,3,226,2014-12-17,351,51
657,7,2,3,146,2014-12-17,351,51
657,8,2,3,373,2014-12-17,351,51
657,9,2,3,778,2014-12-17,351,51
657,10,2,3,419,2014-12-17,351,51
658,1,2,4,155,2014-12-18,352,51
658,2,2,4,94,2014-12-18,352,51
658,3,2,4,209,2014-12-18,352,51
658,4,2,4,279,2014-12-18,352,51
658,5,2,4,48,2014-12-18,352,51
658,6,2,4,549,2014-12-18,352,51
658,7,2,4,229,2014-12-18,352,51
658,8,2,4,90,2014-12-18,352,51
658,9,2,4,524,2014-12-18,352,51
658,10,2,4,348,2014-12-18,352,51
659,1,2,5,218,2014-12-19,353,51
659,2,2,5,154,2014-12-19,353,51
659,3,2,5,177,2014-12-19,353,51
659,4,2,5,287,2014-12-19,353,51
659,5,2,5,131,2014-12-19,353,51
659,6,2,5,230,2014-12-19,353,51
659,7,2,5,150,2014-12-19,353,51
659,8,2,5,270,2014-12-19,353,51
659,9,2,5,607,2014-12-19,353,51
659,10,2,5,439,2014-12-19,353,51
660,2,3,6,32,2014-12-20,354,51
660,4,3,6,21,2014-12-20,354,51
660,6,3,6,29,2014-12-20,354,51
660,9,3,6,45,2014-12-20,354,51
661,1,2,1,145,2014-12-22,356,52
661,2,2,1,129,2014-12-22,356,52
661,3,2,1,228,2014-12-22,356,52
661,4,2,1,253,2014-12-22,356,52
661,5,2,1,287,2014-12-22,356,52
661,6,2,1,124,2014-12-22,356,52
661,7,2,1,125,2014-12-22,356,52
661,8,2,1,172,2014-12-22,356,52
661,9,2,1,488,2014-12-22,356,52
661,10,2,1,319,2014-12-22,356,52
662,1,2,2,333,2014-12-23,357,52
662,2,2,2,418,2014-12-23,357,52
662,3,2,2,380,2014-12-23,357,52
662,4,2,2,612,2014-12-23,357,52
662,5,2,2,294,2014-12-23,357,52
662,6,2,2,403,2014-12-23,357,52
662,7,2,2,499,2014-12-23,357,52
662,8,2,2,461,2014-12-23,357,52
662,9,2,2,923,2014-12-23,357,52
662,10,2,2,649,2014-12-23,357,52
663,1,2,3,141,2014-12-24,358,52
663,2,2,3,180,2014-12-24,358,52
663,3,2,3,355,2014-12-24,358,52
663,4,2,3,473,2014-12-24,358,52
663,5,2,3,213,2014-12-24,358,52
663,6,2,3,210,2014-12-24,358,52
663,7,2,3,116,2014-12-24,358,52
663,8,2,3,115,2014-12-24,358,52
663,9,2,3,750,2014-12-24,358,52
663,10,2,3,396,2014-12-24,358,52
664,1,2,4,133,2014-12-25,359,52
664,2,2,4,71,2014-12-25,359,52
664,3,2,4,232,2014-12-25,359,52
664,4,2,4,155,2014-12-25,359,52
664,5,2,4,96,2014-12-25,359,52
664,6,2,4,93,2014-12-25,359,52
664,7,2,4,92,2014-12-25,359,52
664,8,2,4,113,2014-12-25,359,52
664,9,2,4,327,2014-12-25,359,52
664,10,2,4,201,2014-12-25,359,52
665,1,2,5,411,2014-12-26,360,52
665,2,2,5,206,2014-12-26,360,52
665,3,2,5,329,2014-12-26,360,52
665,4,2,5,321,2014-12-26,360,52
665,5,2,5,104,2014-12-26,360,52
665,6,2,5,267,2014-12-26,360,52
665,7,2,5,300,2014-12-26,360,52
665,8,2,5,270,2014-12-26,360,52
665,9,2,5,929,2014-12-26,360,52
665,10,2,5,499,2014-12-26,360,52
666,2,3,6,32,2014-12-27,361,52
666,4,3,6,84,2014-12-27,361,52
666,6,3,6,75,2014-12-27,361,52
666,7,3,6,31,2014-12-27,361,52
666,9,3,6,164,2014-12-27,361,52
666,10,3,6,25,2014-12-27,361,52
667,1,2,1,435,2014-12-29,363,53
667,2,2,1,129,2014-12-29,363,53
667,3,2,1,456,2014-12-29,363,53
667,4,2,1,507,2014-12-29,363,53
667,5,2,1,209,2014-12-29,363,53
667,6,2,1,263,2014-12-29,363,53
667,7,2,1,250,2014-12-29,363,53
667,8,2,1,246,2014-12-29,363,53
667,9,2,1,869,2014-12-29,363,53
667,10,2,1,559,2014-12-29,363,53
668,1,2,2,151,2014-12-30,364,53
668,2,2,2,161,2014-12-30,364,53
668,3,2,2,127,2014-12-30,364,53
668,4,2,2,275,2014-12-30,364,53
668,5,2,2,98,2014-12-30,364,53
668,6,2,2,150,2014-12-30,364,53
668,7,2,2,156,2014-12-30,364,53
668,8,2,2,184,2014-12-30,364,53
668,9,2,2,506,2014-12-30,364,53
668,10,2,2,424,2014-12-30,364,53
669,1,2,3,56,2014-12-31,365,53
669,2,2,3,60,2014-12-31,365,53
669,3,2,3,59,2014-12-31,365,53
669,4,2,3,158,2014-12-31,365,53
669,5,2,3,91,2014-12-31,365,53
669,6,2,3,306,2014-12-31,365,53
669,7,2,3,29,2014-12-31,365,53
669,8,2,3,29,2014-12-31,365,53
669,9,2,3,181,2014-12-31,365,53
669,10,2,3,140,2014-12-31,365,53
670,3,1,4,51,2015-01-01,1,1
670,4,1,4,17,2015-01-01,1,1
670,6,1,4,5,2015-01-01,1,1
670,9,1,4,48,2015-01-01,1,1
671,6,1,5,5,2015-01-02,2,1
672,6,1,6,6,2015-01-03,3,1
672,7,1,6,34,2015-01-03,3,1
673,1,4,7,917,2015-01-04,4,1
673,2,4,7,1036,2015-01-04,4,1
673,3,4,7,991,2015-01-04,4,1
673,4,4,7,1642,2015-01-04,4,1
673,5,4,7,278,2015-01-04,4,1
673,6,4,7,792,2015-01-04,4,1
673,7,4,7,503,2015-01-04,4,1
673,8,4,7,670,2015-01-04,4,1
673,9,4,7,1467,2015-01-04,4,1
673,10,4,7,2058,2015-01-04,4,1
674,1,4,1,953,2015-01-05,5,2
674,2,4,1,563,2015-01-05,5,2
674,3,4,1,471,2015-01-05,5,2
674,4,4,1,1312,2015-01-05,5,2
674,5,4,1,457,2015-01-05,5,2
674,6,4,1,600,2015-01-05,5,2
674,7,4,1,737,2015-01-05,5,2
674,8,4,1,349,2015-01-05,5,2
674,9,4,1,1458,2015-01-05,5,2
674,10,4,1,1485,2015-01-05,5,2
675,1,4,2,794,2015-01-06,6,2
675,2,4,2,985,2015-01-06,6,2
675,3,4,2,589,2015-01-06,6,2
675,4,4,2,2102,2015-01-06,6,2
675,5,4,2,536,2015-01-06,6,2
675,6,4,2,806,2015-01-06,6,2
675,7,4,2,751,2015-01-06,6,2
675,8,4,2,437,2015-01-06,6,2
675,9,4,2,2165,2015-01-06,6,2
675,10,4,2,1447,2015-01-06,6,2
676,1,4,3,617,2015-01-07,7,2
676,2,4,3,394,2015-01-07,7,2
676,3,4,3,420,2015-01-07,7,2
676,4,4,3,992,2015-01-07,7,2
676,5,4,3,233,2015-01-07,7,2
676,6,4,3,447,2015-01-07,7,2
676,7,4,3,573,2015-01-07,7,2
676,8,4,3,188,2015-01-07,7,2
676,9,4,3,1154,2015-01-07,7,2
676,10,4,3,892,2015-01-07,7,2
677,1,4,4,558,2015-01-08,8,2
677,2,4,4,851,2015-01-08,8,2
677,3,4,4,584,2015-01-08,8,2
677,4,4,4,1254,2015-01-08,8,2
677,5,4,4,550,2015-01-08,8,2
677,6,4,4,564,2015-01-08,8,2
677,7,4,4,801,2015-01-08,8,2
677,8,4,4,468,2015-01-08,8,2
677,9,4,4,1205,2015-01-08,8,2
677,10,4,4,1221,2015-01-08,8,2
678,1,2,5,291,2015-01-09,9,2
678,2,2,5,535,2015-01-09,9,2
678,3,2,5,527,2015-01-09,9,2
678,4,2,5,758,2015-01-09,9,2
678,5,2,5,314,2015-01-09,9,2
678,6,2,5,575,2015-01-09,9,2
678,7,2,5,764,2015-01-09,9,2
678,8,2,5,296,2015-01-09,9,2
678,9,2,5,1107,2015-01-09,9,2
678,10,2,5,1223,2015-01-09,9,2
679,1,3,6,33,2015-01-10,10,2
679,2,3,6,176,2015-01-10,10,2
679,4,3,6,439,2015-01-10,10,2
679,6,3,6,82,2015-01-10,10,2
679,7,3,6,68,2015-01-10,10,2
679,8,3,6,67,2015-01-10,10,2
679,9,3,6,146,2015-01-10,10,2
679,10,3,6,82,2015-01-10,10,2
680,1,2,1,476,2015-01-12,12,3
680,2,2,1,619,2015-01-12,12,3
680,3,2,1,693,2015-01-12,12,3
680,4,2,1,795,2015-01-12,12,3
680,5,2,1,228,2015-01-12,12,3
680,6,2,1,494,2015-01-12,12,3
680,7,2,1,273,2015-01-12,12,3
680,8,2,1,242,2015-01-12,12,3
680,9,2,1,1315,2015-01-12,12,3
680,10,2,1,1267,2015-01-12,12,3
681,1,2,2,529,2015-01-13,13,3
681,2,2,2,598,2015-01-13,13,3
681,3,2,2,520,2015-01-13,13,3
681,4,2,2,1132,2015-01-13,13,3
681,5,2,2,143,2015-01-13,13,3
681,6,2,2,359,2015-01-13,13,3
681,7,2,2,341,2015-01-13,13,3
681,8,2,2,269,2015-01-13,13,3
681,9,2,2,1953,2015-01-13,13,3
681,10,2,2,628,2015-01-13,13,3
682,1,2,3,309,2015-01-14,14,3
682,2,2,3,525,2015-01-14,14,3
682,3,2,3,453,2015-01-14,14,3
682,4,2,3,539,2015-01-14,14,3
682,5,2,3,267,2015-01-14,14,3
682,6,2,3,294,2015-01-14,14,3
682,7,2,3,191,2015-01-14,14,3
682,8,2,3,157,2015-01-14,14,3
682,9,2,3,1625,2015-01-14,14,3
682,10,2,3,510,2015-01-14,14,3
683,1,2,4,315,2015-01-15,15,3
683,2,2,4,361,2015-01-15,15,3
683,3,2,4,229,2015-01-15,15,3
683,4,2,4,695,2015-01-15,15,3
683,5,2,4,209,2015-01-15,15,3
683,6,2,4,245,2015-01-15,15,3
683,7,2,4,350,2015-01-15,15,3
683,8,2,4,123,2015-01-15,15,3
683,9,2,4,597,2015-01-15,15,3
683,10,2,4,721,2015-01-15,15,3
684,1,2,5,318,2015-01-16,16,3
684,2,2,5,366,2015-01-16,16,3
684,3,2,5,444,2015-01-16,16,3
684,4,2,5,832,2015-01-16,16,3
684,5,2,5,200,2015-01-16,16,3
684,6,2,5,403,2015-01-16,16,3
684,7,2,5,410,2015-01-16,16,3
684,8,2,5,296,2015-01-16,16,3
684,9,2,5,911,2015-01-16,16,3
684,10,2,5,568,2015-01-16,16,3
685,2,3,6,35,2015-01-17,17,3
685,3,3,6,69,2015-01-17,17,3
685,4,3,6,69,2015-01-17,17,3
685,6,3,6,44,2015-01-17,17,3
685,7,3,6,34,2015-01-17,17,3
685,8,3,6,34,2015-01-17,17,3
685,9,3,6,114,2015-01-17,17,3
685,10,3,6,55,2015-01-17,17,3
686,10,3,7,24,2015-01-18,18,3
687,1,2,1,265,2015-01-19,19,4
687,2,2,1,507,2015-01-19,19,4
687,3,2,1,527,2015-01-19,19,4
687,4,2,1,573,2015-01-19,19,4
687,5,2,1,457,2015-01-19,19,4
687,6,2,1,363,2015-01-19,19,4
687,7,2,1,437,2015-01-19,19,4
687,8,2,1,108,2015-01-19,19,4
687,9,2,1,898,2015-01-19,19,4
687,10,2,1,1223,2015-01-19,19,4
688,1,2,2,397,2015-01-20,20,4
688,2,2,2,246,2015-01-20,20,4
688,3,2,2,416,2015-01-20,20,4
688,4,2,2,716,2015-01-20,20,4
688,5,2,2,178,2015-01-20,20,4
688,6,2,2,403,2015-01-20,20,4
688,7,2,2,648,2015-01-20,20,4
688,8,2,2,302,2015-01-20,20,4
688,9,2,2,928,2015-01-20,20,4
688,10,2,2,655,2015-01-20,20,4
689,1,2,3,401,2015-01-21,21,4
689,2,2,3,361,2015-01-21,21,4
689,3,2,3,517,2015-01-21,21,4
689,4,2,3,862,2015-01-21,21,4
689,5,2,3,300,2015-01-21,21,4
689,6,2,3,341,2015-01-21,21,4
689,7,2,3,637,2015-01-21,21,4
689,8,2,3,282,2015-01-21,21,4
689,9,2,3,638,2015-01-21,21,4
689,10,2,3,713,2015-01-21,21,4
690,1,2,4,340,2015-01-22,22,4
690,2,2,4,490,2015-01-22,22,4
690,3,2,4,330,2015-01-22,22,4
690,4,2,4,559,2015-01-22,22,4
690,5,2,4,209,2015-01-22,22,4
690,6,2,4,282,2015-01-22,22,4
690,7,2,4,300,2015-01-22,22,4
690,8,2,4,296,2015-01-22,22,4
690,9,2,4,597,2015-01-22,22,4
690,10,2,4,541,2015-01-22,22,4
691,1,2,5,318,2015-01-23,23,4
691,2,2,5,507,2015-01-23,23,4
691,3,2,5,527,2015-01-23,23,4
691,4,2,5,591,2015-01-23,23,4
691,5,2,5,114,2015-01-23,23,4
691,6,2,5,302,2015-01-23,23,4
691,7,2,5,328,2015-01-23,23,4
691,8,2,5,296,2015-01-23,23,4
691,9,2,5,573,2015-01-23,23,4
691,10,2,5,677,2015-01-23,23,4
692,1,3,6,33,2015-01-24,24,4
692,2,3,6,35,2015-01-24,24,4
692,4,3,6,116,2015-01-24,24,4
692,5,3,6,36,2015-01-24,24,4
692,6,3,6,63,2015-01-24,24,4
692,7,3,6,68,2015-01-24,24,4
692,9,3,6,146,2015-01-24,24,4
692,10,3,6,246,2015-01-24,24,4
693,10,3,7,24,2015-01-25,25,4
694,1,2,1,265,2015-01-26,26,5
694,2,2,1,366,2015-01-26,26,5
694,3,2,1,554,2015-01-26,26,5
694,4,2,1,462,2015-01-26,26,5
694,5,2,1,257,2015-01-26,26,5
694,6,2,1,353,2015-01-26,26,5
694,7,2,1,300,2015-01-26,26,5
694,8,2,1,215,2015-01-26,26,5
694,9,2,1,872,2015-01-26,26,5
694,10,2,1,655,2015-01-26,26,5
695,1,2,2,364,2015-01-27,27,5
695,2,2,2,317,2015-01-27,27,5
695,3,2,2,485,2015-01-27,27,5
695,4,2,2,693,2015-01-27,27,5
695,5,2,2,214,2015-01-27,27,5
695,6,2,2,365,2015-01-27,27,5
695,7,2,2,614,2015-01-27,27,5
695,8,2,2,571,2015-01-27,27,5
695,9,2,2,911,2015-01-27,27,5
695,10,2,2,955,2015-01-27,27,5
696,1,2,3,216,2015-01-28,28,5
696,2,2,3,427,2015-01-28,28,5
696,3,2,3,259,2015-01-28,28,5
696,4,2,3,625,2015-01-28,28,5
696,5,2,3,233,2015-01-28,28,5
696,6,2,3,400,2015-01-28,28,5
696,7,2,3,478,2015-01-28,28,5
696,8,2,3,345,2015-01-28,28,5
696,9,2,3,1094,2015-01-28,28,5
696,10,2,3,917,2015-01-28,28,5
697,1,2,4,340,2015-01-29,29,5
697,2,2,4,258,2015-01-29,29,5
697,3,2,4,330,2015-01-29,29,5
697,4,2,4,745,2015-01-29,29,5
697,5,2,4,105,2015-01-29,29,5
697,6,2,4,259,2015-01-29,29,5
697,7,2,4,100,2015-01-29,29,5
697,8,2,4,148,2015-01-29,29,5
697,9,2,4,561,2015-01-29,29,5
697,10,2,4,480,2015-01-29,29,5
698,1,2,5,238,2015-01-30,30,5
698,2,2,5,366,2015-01-30,30,5
698,3,2,5,444,2015-01-30,30,5
698,4,2,5,573,2015-01-30,30,5
698,5,2,5,171,2015-01-30,30,5
698,6,2,5,403,2015-01-30,30,5
698,7,2,5,355,2015-01-30,30,5
698,8,2,5,403,2015-01-30,30,5
698,9,2,5,742,2015-01-30,30,5
698,10,2,5,655,2015-01-30,30,5
699,1,3,6,99,2015-01-31,31,5
699,2,3,6,176,2015-01-31,31,5
699,4,3,6,46,2015-01-31,31,5
699,5,3,6,71,2015-01-31,31,5
699,6,3,6,151,2015-01-31,31,5
699,7,3,6,34,2015-01-31,31,5
699,9,3,6,163,2015-01-31,31,5
699,10,3,6,55,2015-01-31,31,5
700,9,3,7,14,2015-02-01,32,5
701,1,2,1,318,2015-02-02,33,6
701,2,2,1,366,2015-02-02,33,6
701,3,2,1,748,2015-02-02,33,6
701,4,2,1,776,2015-02-02,33,6
701,5,2,1,257,2015-02-02,33,6
701,6,2,1,277,2015-02-02,33,6
701,7,2,1,546,2015-02-02,33,6
701,8,2,1,349,2015-02-02,33,6
701,9,2,1,872,2015-02-02,33,6
701,10,2,1,895,2015-02-02,33,6
702,1,2,2,397,2015-02-03,34,6
702,2,2,2,528,2015-02-03,34,6
702,3,2,2,346,2015-02-03,34,6
702,4,2,2,762,2015-02-03,34,6
702,5,2,2,428,2015-02-03,34,6
702,6,2,2,340,2015-02-03,34,6
702,7,2,2,171,2015-02-03,34,6
702,8,2,2,437,2015-02-03,34,6
702,9,2,2,1090,2015-02-03,34,6
702,10,2,2,601,2015-02-03,34,6
703,1,2,3,309,2015-02-04,35,6
703,2,2,3,295,2015-02-04,35,6
703,3,2,3,582,2015-02-04,35,6
703,4,2,3,1035,2015-02-04,35,6
703,5,2,3,367,2015-02-04,35,6
703,6,2,3,506,2015-02-04,35,6
703,7,2,3,382,2015-02-04,35,6
703,8,2,3,376,2015-02-04,35,6
703,9,2,3,1033,2015-02-04,35,6
703,10,2,3,713,2015-02-04,35,6
704,1,2,4,267,2015-02-05,36,6
704,2,2,4,258,2015-02-05,36,6
704,3,2,4,381,2015-02-05,36,6
704,4,2,4,576,2015-02-05,36,6
704,5,2,4,157,2015-02-05,36,6
704,6,2,4,296,2015-02-05,36,6
704,7,2,4,425,2015-02-05,36,6
704,8,2,4,197,2015-02-05,36,6
704,9,2,4,800,2015-02-05,36,6
704,10,2,4,581,2015-02-05,36,6
705,1,2,5,450,2015-02-06,37,6
705,2,2,5,366,2015-02-06,37,6
705,3,2,5,582,2015-02-06,37,6
705,4,2,5,665,2015-02-06,37,6
705,5,2,5,228,2015-02-06,37,6
705,6,2,5,373,2015-02-06,37,6
705,7,2,5,164,2015-02-06,37,6
705,8,2,5,215,2015-02-06,37,6
705,9,2,5,1094,2015-02-06,37,6
705,10,2,5,612,2015-02-06,37,6
706,1,3,6,33,2015-02-07,38,6
706,2,3,6,35,2015-02-07,38,6
706,4,3,6,69,2015-02-07,38,6
706,5,3,6,36,2015-02-07,38,6
706,6,3,6,50,2015-02-07,38,6
706,7,3,6,34,2015-02-07,38,6
706,8,3,6,34,2015-02-07,38,6
706,9,3,6,228,2015-02-07,38,6
706,10,3,6,82,2015-02-07,38,6
707,9,3,7,14,2015-02-08,39,6
708,1,2,1,529,2015-02-09,40,7
708,2,2,1,450,2015-02-09,40,7
708,3,2,1,776,2015-02-09,40,7
708,4,2,1,906,2015-02-09,40,7
708,5,2,1,314,2015-02-09,40,7
708,6,2,1,348,2015-02-09,40,7
708,7,2,1,273,2015-02-09,40,7
708,8,2,1,403,2015-02-09,40,7
708,9,2,1,1419,2015-02-09,40,7
708,10,2,1,1179,2015-02-09,40,7
709,1,2,2,628,2015-02-10,41,7
709,2,2,2,457,2015-02-10,41,7
709,3,2,2,450,2015-02-10,41,7
709,4,2,2,1363,2015-02-10,41,7
709,5,2,2,464,2015-02-10,41,7
709,6,2,2,435,2015-02-10,41,7
709,7,2,2,410,2015-02-10,41,7
709,8,2,2,370,2015-02-10,41,7
709,9,2,2,1172,2015-02-10,41,7
709,10,2,2,846,2015-02-10,41,7
710,1,2,3,525,2015-02-11,42,7
710,2,2,3,492,2015-02-11,42,7
710,3,2,3,291,2015-02-11,42,7
710,4,2,3,884,2015-02-11,42,7
710,5,2,3,700,2015-02-11,42,7
710,6,2,3,394,2015-02-11,42,7
710,7,2,3,159,2015-02-11,42,7
710,8,2,3,564,2015-02-11,42,7
710,9,2,3,1063,2015-02-11,42,7
710,10,2,3,688,2015-02-11,42,7
711,1,2,4,461,2015-02-12,43,7
711,2,2,4,258,2015-02-12,43,7
711,3,2,4,559,2015-02-12,43,7
711,4,2,4,762,2015-02-12,43,7
711,5,2,4,340,2015-02-12,43,7
711,6,2,4,356,2015-02-12,43,7
711,7,2,4,300,2015-02-12,43,7
711,8,2,4,345,2015-02-12,43,7
711,9,2,4,943,2015-02-12,43,7
711,10,2,4,921,2015-02-12,43,7
712,1,2,5,609,2015-02-13,44,7
712,2,2,5,478,2015-02-13,44,7
712,3,2,5,416,2015-02-13,44,7
712,4,2,5,813,2015-02-13,44,7
712,5,2,5,571,2015-02-13,44,7
712,6,2,5,318,2015-02-13,44,7
712,7,2,5,382,2015-02-13,44,7
712,8,2,5,215,2015-02-13,44,7
712,9,2,5,1172,2015-02-13,44,7
712,10,2,5,808,2015-02-13,44,7
713,1,3,6,99,2015-02-14,45,7
713,2,3,6,70,2015-02-14,45,7
713,3,3,6,35,2015-02-14,45,7
713,4,3,6,162,2015-02-14,45,7
713,5,3,6,107,2015-02-14,45,7
713,6,3,6,32,2015-02-14,45,7
713,7,3,6,136,2015-02-14,45,7
713,9,3,6,244,2015-02-14,45,7
713,10,3,6,191,2015-02-14,45,7
714,1,0,7,774,2015-02-15,46,7
714,2,0,7,457,2015-02-15,46,7
714,3,0,7,450,2015-02-15,46,7
714,4,0,7,440,2015-02-15,46,7
714,5,0,7,464,2015-02-15,46,7
714,6,0,7,311,2015-02-15,46,7
714,7,0,7,473,2015-02-15,46,7
714,8,0,7,175,2015-02-15,46,7
714,9,0,7,832,2015-02-15,46,7
714,10,0,7,852,2015-02-15,46,7
715,1,2,1,476,2015-02-16,47,8
715,2,2,1,281,2015-02-16,47,8
715,3,2,1,582,2015-02-16,47,8
715,4,2,1,1423,2015-02-16,47,8
715,5,2,1,685,2015-02-16,47,8
715,6,2,1,438,2015-02-16,47,8
715,7,2,1,382,2015-02-16,47,8
715,8,2,1,645,2015-02-16,47,8
715,9,2,1,1133,2015-02-16,47,8
715,10,2,1,1245,2015-02-16,47,8
716,1,2,2,132,2015-02-17,48,8
716,2,2,2,317,2015-02-17,48,8
716,3,2,2,243,2015-02-17,48,8
716,4,2,2,485,2015-02-17,48,8
716,5,2,2,214,2015-02-17,48,8
716,6,2,2,126,2015-02-17,48,8
716,7,2,2,68,2015-02-17,48,8
716,8,2,2,370,2015-02-17,48,8
716,9,2,2,505,2015-02-17,48,8
716,10,2,2,737,2015-02-17,48,8
717,4,1,2,23,2015-02-24,55,9
717,6,1,2,6,2015-02-24,55,9
718,1,2,3,710,2015-02-25,56,9
718,2,2,3,525,2015-02-25,56,9
718,3,2,3,356,2015-02-25,56,9
718,4,2,3,970,2015-02-25,56,9
718,5,2,3,733,2015-02-25,56,9
718,6,2,3,447,2015-02-25,56,9
718,7,2,3,159,2015-02-25,56,9
718,8,2,3,314,2015-02-25,56,9
718,9,2,3,1154,2015-02-25,56,9
