date	day_of_week	brand	cnt
478	4	7	252
478	4	8	23
478	4	9	284
478	4	10	403
479	5	1	339
479	5	2	540
479	5	3	279
479	5	4	270
479	5	6	456
479	5	7	574
479	5	8	74
479	5	9	643
479	5	10	539
480	6	4	84
480	6	6	6
480	6	7	62
480	6	9	30
480	6	10	25
481	7	10	22
482	2	1	514
482	2	2	129
482	2	3	222
482	2	4	697
482	2	6	271
482	2	7	312
482	2	8	31
482	2	9	670
482	2	10	599
483	3	1	169
483	3	2	120
483	3	3	237
483	3	4	434
483	3	6	134
483	3	7	146
483	3	8	29
483	3	9	361
483	3	10	373
484	4	1	177
484	4	2	94
484	4	3	139
484	4	4	279
484	4	6	135
484	4	7	229
484	4	9	284
484	4	10	220
485	5	1	97
485	5	2	180
485	5	3	127
485	5	4	507
485	5	6	189
485	5	7	324
485	5	8	49
485	5	9	262
485	5	10	359
486	6	1	121
486	6	2	32
486	6	4	42
486	6	6	35
486	6	7	31
486	6	9	45
486	6	10	25
487	1	1	290
487	1	2	129
487	1	3	101
487	1	4	439
487	1	6	147
487	1	7	324
487	1	8	49
487	1	9	357
487	1	10	280
488	2	1	242
488	2	2	64
488	2	3	190
488	2	4	275
488	2	6	127
488	2	7	218
488	2	9	357
488	2	10	250
489	3	1	141
489	3	2	60
489	3	3	59
489	3	4	197
489	3	6	172
489	3	7	349
489	3	9	417
489	3	10	256
490	4	1	155
490	4	2	94
490	4	3	93
490	4	4	341
490	4	6	110
490	4	7	137
490	4	8	45
490	4	9	273
490	4	10	183
491	5	1	194
491	5	2	103
491	5	3	304
491	5	4	287
491	5	6	175
491	5	7	175
491	5	8	25
491	5	9	286
491	5	10	379
492	6	1	30
492	6	2	32
492	6	4	106
492	6	6	6
492	6	7	31
492	6	10	75
493	1	1	339
493	1	2	77
493	1	3	152
493	1	4	507
493	1	6	161
493	1	7	75
493	1	8	49
493	1	9	262
493	1	10	240
494	2	1	242
494	2	2	64
494	2	3	127
494	2	4	507
494	2	6	196
494	2	7	156
494	2	9	357
494	2	10	349
495	3	1	282
495	3	2	90
495	3	3	177
495	3	4	375
495	3	6	194
495	3	7	175
495	3	9	319
495	3	10	466
496	4	1	177
496	4	2	165
496	4	3	93
496	4	4	217
496	4	6	135
496	4	7	183
496	4	8	23
496	4	9	218
496	4	10	348
497	5	1	97
497	5	2	129
497	5	3	101
497	5	4	439
497	5	6	111
497	5	7	175
497	5	9	357
497	5	10	200
498	6	1	91
498	6	2	32
498	6	3	32
498	6	4	21
498	6	6	69
498	6	7	31
498	6	9	74
499	1	1	266
499	1	2	103
499	1	3	25
499	1	4	439
499	1	6	235
499	1	7	250
499	1	9	333
499	1	10	379
500	2	1	363
500	2	2	225
500	2	3	158
500	2	4	612
500	2	6	190
500	2	7	156
500	2	8	31
500	2	9	312
500	2	10	474
501	3	1	536
501	3	2	330
501	3	3	296
501	3	4	532
501	3	6	441
501	3	7	582
501	3	8	29
501	3	9	722
501	3	10	676
502	4	1	333
502	4	2	165
502	4	3	186
502	4	4	356
502	4	6	300
502	4	7	572
502	4	9	393
502	4	10	348
503	5	1	194
503	5	2	154
503	5	3	329
503	5	4	253
503	5	6	258
503	5	7	399
503	5	8	25
503	5	9	393
503	5	10	499
504	6	1	816
504	6	3	63
504	6	4	42
504	6	6	58
504	6	9	60
504	6	10	25
505	1	1	895
505	1	2	154
505	1	3	152
505	1	4	372
505	1	6	55
505	1	7	100
505	1	9	179
505	1	10	220
506	2	1	544
506	2	2	289
506	2	3	348
506	2	4	718
506	2	6	311
506	2	7	374
506	2	8	31
506	2	9	417
506	2	10	699
507	3	1	734
507	3	2	90
507	3	3	177
507	3	4	493
507	3	6	215
507	3	7	320
507	3	8	29
507	3	9	542
507	3	10	349
508	4	1	554
508	4	2	259
508	4	3	232
508	4	4	294
508	4	6	211
508	4	7	297
508	4	9	415
508	4	10	384
509	5	1	218
509	5	2	103
509	5	3	253
509	5	4	304
509	5	5	131
509	5	6	134
509	5	7	50
509	5	9	440
509	5	10	419
510	6	1	121
510	6	2	96
510	6	4	21
510	6	5	65
510	6	6	52
510	6	7	31
510	6	9	60
510	6	10	25
511	7	9	413
512	1	1	411
512	1	2	257
512	1	3	177
512	1	4	355
512	1	5	157
512	1	6	217
512	1	7	200
512	1	8	25
512	1	9	512
512	1	10	419
513	2	1	91
513	2	2	289
513	2	3	63
513	2	4	549
513	2	5	65
513	2	6	351
513	2	7	406
513	2	8	61
513	2	9	580
513	2	10	399
514	3	1	169
514	3	2	300
514	3	3	118
514	3	4	414
514	3	5	91
514	3	6	188
514	3	7	204
514	3	8	29
514	3	9	250
514	3	10	349
515	4	1	288
515	4	2	118
515	4	3	93
515	4	4	170
515	4	5	24
515	4	6	131
515	4	7	206
515	4	9	415
515	4	10	366
516	5	1	435
516	5	2	206
516	5	3	279
516	5	4	372
516	5	5	26
516	5	6	147
516	5	7	175
516	5	9	476
516	5	10	200
517	6	2	32
517	6	3	32
517	6	6	29
517	6	7	31
517	6	9	149
517	6	10	25
518	1	1	508
518	1	2	154
518	1	3	177
518	1	4	287
518	1	6	267
518	1	7	399
518	1	9	595
518	1	10	679
519	2	1	212
519	2	2	161
519	2	3	190
519	2	4	380
519	2	6	213
519	2	7	250
519	2	8	31
519	2	9	476
519	2	10	499
520	3	1	310
520	3	2	120
520	3	3	266
520	3	4	276
520	3	5	61
520	3	6	194
520	3	7	116
520	3	9	431
520	3	10	443
521	4	1	177
521	4	2	189
521	4	3	139
521	4	4	341
521	4	6	177
521	4	7	275
521	4	8	23
521	4	9	306
521	4	10	366
522	5	1	218
522	5	2	257
522	5	3	127
522	5	4	321
522	5	6	203
522	5	7	275
522	5	8	25
522	5	9	274
522	5	10	539
523	6	1	30
523	6	2	64
523	6	3	63
523	6	4	21
523	6	6	29
523	6	7	31
523	6	9	89
523	6	10	150
524	1	1	314
524	1	2	206
524	1	3	152
524	1	4	203
524	1	6	203
524	1	7	275
524	1	9	298
524	1	10	559
525	2	1	302
525	2	2	354
525	2	3	158
525	2	4	317
525	2	6	236
525	2	7	374
525	2	8	31
525	2	9	417
525	2	10	324
526	3	1	452
526	3	2	120
526	3	3	89
526	3	4	394
526	3	6	177
526	3	7	320
526	3	9	542
526	3	10	489
527	4	1	222
527	4	2	118
527	4	3	163
527	4	4	387
527	4	6	182
527	4	7	114
527	4	9	415
527	4	10	311
528	5	1	121
528	5	2	154
528	5	3	127
528	5	4	237
528	5	6	138
528	5	7	150
528	5	8	25
528	5	9	357
528	5	10	379
529	6	6	17
529	6	9	30
530	1	1	194
530	1	2	283
530	1	3	152
530	1	4	270
530	1	6	175
530	1	7	175
530	1	9	440
530	1	10	499
531	2	1	302
531	2	2	193
531	2	3	95
531	2	4	422
531	2	6	311
531	2	7	62
531	2	9	283
531	2	10	524
532	3	1	113
532	3	2	180
532	3	3	118
532	3	4	237
532	3	6	188
532	3	7	116
532	3	8	29
532	3	9	361
532	3	10	303
533	4	1	177
533	4	2	118
533	4	3	116
533	4	4	279
533	4	6	118
533	4	7	229
533	4	8	45
533	4	9	306
533	4	10	311
534	5	1	218
534	5	2	334
534	5	3	253
534	5	4	338
534	5	6	170
534	5	7	250
534	5	9	345
534	5	10	379
535	6	1	30
535	6	2	96
535	6	3	32
535	6	6	46
535	6	7	125
535	6	9	119
535	6	10	100
536	1	1	290
536	1	2	386
536	1	3	177
536	1	4	524
536	1	6	189
536	1	7	175
536	1	9	429
536	1	10	479
537	2	1	212
537	2	2	418
537	2	3	317
537	2	4	507
537	2	6	409
537	2	7	468
537	2	8	61
537	2	9	848
537	2	10	649
538	3	1	198
538	3	2	180
538	3	3	237
538	3	4	276
538	3	6	285
538	3	7	204
538	3	9	431
538	3	10	443
539	4	1	111
539	4	2	189
539	4	3	93
539	4	4	170
539	4	6	106
539	4	7	114
539	4	9	207
539	4	10	329
540	5	1	218
540	5	2	232
540	5	3	101
540	5	4	406
540	5	6	203
540	5	7	200
540	5	8	49
540	5	9	393
540	5	10	479
541	6	3	63
541	6	4	84
541	6	6	52
541	6	8	123
541	6	9	15
541	6	10	25
542	1	1	387
542	1	2	309
542	1	3	177
542	1	4	422
542	1	6	203
542	1	7	225
542	1	9	310
542	1	10	479
543	2	1	242
543	2	2	193
543	2	3	127
543	2	4	338
543	2	6	190
543	2	7	94
543	2	9	372
543	2	10	474
544	3	1	226
544	3	2	60
544	3	3	148
544	3	4	315
544	3	6	231
544	3	7	175
544	3	8	57
544	3	9	403
544	3	10	349
545	4	1	89
545	4	2	142
545	4	3	209
545	4	4	201
545	4	6	135
545	4	7	137
545	4	8	45
545	4	9	229
545	4	10	275
546	5	1	242
546	5	2	283
546	5	3	152
546	5	4	220
546	5	6	244
546	5	7	175
546	5	9	536
546	5	10	499
547	6	2	32
547	6	3	32
547	6	4	63
547	6	6	23
547	6	7	125
547	6	9	89
547	6	10	50
548	1	1	169
548	1	2	257
548	1	3	203
548	1	4	422
548	1	6	207
548	1	7	200
548	1	8	74
548	1	9	393
548	1	10	559
549	2	1	121
549	2	2	418
549	2	3	127
549	2	4	338
549	2	6	305
549	2	7	468
549	2	8	61
549	2	9	327
549	2	10	674
550	3	1	169
550	3	2	120
550	3	3	296
550	3	4	572
550	3	6	140
550	3	7	291
550	3	8	57
550	3	9	333
550	3	10	373
551	4	1	133
551	4	2	236
551	4	3	256
551	4	4	403
551	4	6	194
551	4	7	389
551	4	8	68
551	4	9	327
551	4	10	403
552	5	1	218
552	5	2	232
552	5	3	101
552	5	4	203
552	5	6	198
552	5	7	225
552	5	8	49
552	5	9	286
552	5	10	220
553	6	1	30
553	6	3	32
553	6	4	127
553	6	6	35
553	6	7	31
553	6	8	31
553	6	9	119
553	6	10	75
554	1	1	194
554	1	2	154
554	1	3	203
554	1	4	338
554	1	6	212
554	1	7	125
554	1	8	123
554	1	9	500
554	1	10	499
555	2	1	181
555	2	2	225
555	2	3	285
555	2	4	380
555	2	6	207
555	2	7	218
555	2	8	123
555	2	9	387
555	2	10	649
556	3	1	423
556	3	2	210
556	3	3	177
556	3	4	217
556	3	6	269
556	3	7	320
556	3	8	57
556	3	9	431
556	3	10	489
557	4	1	133
557	4	2	118
557	4	3	93
557	4	4	263
557	4	6	118
557	4	7	206
557	4	8	45
557	4	9	273
557	4	10	329
558	5	1	290
558	5	2	154
558	5	3	101
558	5	4	406
558	5	6	235
558	5	7	424
558	5	8	197
558	5	9	274
558	5	10	479
559	6	2	64
559	6	3	32
559	6	4	21
559	6	6	35
559	6	8	31
559	6	9	45
559	6	10	75
560	1	1	363
560	1	2	437
560	1	3	355
560	1	4	676
560	1	6	212
560	1	7	275
560	1	8	197
560	1	9	607
560	1	10	779
561	2	1	333
561	2	2	450
561	2	3	158
561	2	4	655
561	2	6	300
561	2	7	374
561	2	8	184
561	2	9	506
561	2	10	674
562	3	1	310
562	3	2	330
562	3	3	177
562	3	4	473
562	3	6	199
562	3	7	233
562	3	8	86
562	3	9	361
562	3	10	536
563	4	1	177
563	4	2	142
563	4	3	186
563	4	4	232
563	4	6	177
563	4	7	160
563	4	9	393
563	4	10	329
564	5	1	242
564	5	2	129
564	5	3	127
564	5	4	406
564	5	6	240
564	5	7	324
564	5	8	74
564	5	9	440
564	5	10	559
565	6	1	30
565	6	4	21
565	6	6	29
565	6	9	45
565	6	10	25
566	7	9	13
567	2	1	514
567	2	2	547
567	2	3	570
567	2	4	570
567	2	6	461
567	2	7	562
567	2	8	276
567	2	9	759
567	2	10	1348
568	3	1	282
568	3	2	480
568	3	3	207
568	3	4	473
568	3	6	220
568	3	7	408
568	3	8	172
568	3	9	569
568	3	10	326
569	4	1	177
569	4	2	189
569	4	3	279
569	4	4	294
569	4	6	211
569	4	7	252
569	4	8	23
569	4	9	327
569	4	10	311
570	5	1	194
570	5	2	463
570	5	3	127
570	5	4	355
570	5	6	281
570	5	7	100
570	5	8	49
570	5	9	429
570	5	10	459
571	6	1	91
571	6	2	129
571	6	3	95
571	6	4	84
571	6	6	52
571	6	8	31
571	6	9	134
571	6	10	75
572	1	1	169
572	1	2	180
572	1	3	355
572	1	4	439
572	1	6	272
572	1	7	200
572	1	8	147
572	1	9	583
572	1	10	479
573	2	1	212
573	2	2	322
573	2	3	348
573	2	4	528
573	2	5	33
573	2	6	167
573	2	7	312
573	2	8	31
573	2	9	417
573	2	10	374
574	3	1	254
574	3	2	270
574	3	3	207
574	3	4	217
574	3	5	61
574	3	6	183
574	3	7	204
574	3	8	115
574	3	9	292
574	3	10	280
575	4	1	177
575	4	2	94
575	4	3	93
575	4	4	232
575	4	5	72
575	4	6	135
575	4	7	160
575	4	8	90
575	4	9	284
575	4	10	384
576	5	1	339
576	5	2	129
576	5	3	253
576	5	4	406
576	5	5	52
576	5	6	198
576	5	7	200
576	5	8	147
576	5	9	417
576	5	10	439
577	6	3	32
577	6	4	84
577	6	6	23
577	6	8	31
577	6	9	89
577	6	10	75
578	1	1	290
578	1	2	103
578	1	3	253
578	1	4	507
578	1	5	78
578	1	6	235
578	1	7	175
578	1	8	98
578	1	9	524
578	1	10	539
579	2	1	121
579	2	2	129
579	2	3	348
579	2	4	549
579	2	5	33
579	2	6	282
579	2	7	406
579	2	8	276
579	2	9	491
579	2	10	374
580	3	1	310
580	3	2	120
580	3	3	414
580	3	4	355
580	3	5	91
580	3	6	237
580	3	7	146
580	3	8	115
580	3	9	597
580	3	10	419
581	4	1	133
581	4	2	94
581	4	3	139
581	4	4	310
581	4	5	72
581	4	6	207
581	4	7	183
581	4	8	135
581	4	9	338
581	4	10	458
582	5	1	435
582	5	2	515
582	5	3	329
582	5	4	355
582	5	5	52
582	5	6	419
582	5	7	674
582	5	8	172
582	5	9	821
582	5	10	779
583	6	3	32
583	6	4	63
583	6	6	86
583	6	9	164
583	6	10	100
584	7	1	183
584	7	2	111
584	7	3	165
584	7	4	128
584	7	5	28
584	7	6	220
584	7	7	297
584	7	8	106
584	7	9	516
584	7	10	498
585	1	1	435
585	1	2	257
585	1	3	406
585	1	4	490
585	1	5	209
585	1	6	392
585	1	7	499
585	1	8	246
585	1	9	679
585	1	10	819
586	2	1	696
586	2	2	354
586	2	3	507
586	2	4	570
586	2	5	359
586	2	6	328
586	2	7	250
586	2	8	246
586	2	9	923
586	2	10	674
587	3	4	20
587	3	6	16
587	3	9	28
587	3	10	47
588	5	2	26
588	5	5	26
588	5	9	12
589	6	9	30
590	1	6	14
590	1	10	40
591	3	1	960
591	3	2	570
591	3	3	710
591	3	4	848
591	3	5	122
591	3	6	452
591	3	7	87
591	3	8	373
591	3	9	1083
591	3	10	1165
592	4	1	421
592	4	2	283
592	4	3	256
592	4	4	558
592	4	5	120
592	4	6	283
592	4	7	229
592	4	8	225
592	4	9	622
592	4	10	476
593	5	1	387
593	5	2	360
593	5	3	329
593	5	4	473
593	5	5	131
593	5	6	235
593	5	7	300
593	5	8	344
593	5	9	607
593	5	10	479
594	6	1	121
594	6	2	289
594	6	3	253
594	6	4	380
594	6	5	131
594	6	6	173
594	6	7	187
594	6	8	123
594	6	9	476
594	6	10	374
595	7	6	5
595	7	9	13
595	7	10	22
596	1	1	290
596	1	2	309
596	1	3	456
596	1	4	743
596	1	5	78
596	1	6	350
596	1	7	300
596	1	8	172
596	1	9	726
596	1	10	719
597	2	1	454
597	2	2	354
597	2	3	317
597	2	4	486
597	2	5	33
597	2	6	259
597	2	7	218
597	2	8	215
597	2	9	625
597	2	10	399
598	3	1	282
598	3	2	240
598	3	3	207
598	3	4	532
598	3	5	122
598	3	6	317
598	3	7	204
598	3	8	229
598	3	9	361
598	3	10	373
599	4	1	266
599	4	2	142
599	4	3	70
599	4	4	310
599	4	5	191
599	4	6	203
599	4	7	389
599	4	8	113
599	4	9	884
599	4	10	311
600	5	1	145
600	5	2	180
600	5	3	51
600	5	4	237
600	5	5	52
600	5	6	189
600	5	7	300
600	5	8	147
600	5	9	488
600	5	10	379
601	6	1	30
601	6	2	32
601	6	4	21
601	6	6	40
601	6	7	31
601	6	9	15
601	6	10	25
602	1	1	411
602	1	2	232
602	1	3	253
602	1	4	338
602	1	5	104
602	1	6	235
602	1	7	175
602	1	8	147
602	1	9	571
602	1	10	379
603	2	1	302
603	2	2	322
603	2	3	253
603	2	4	528
603	2	5	228
603	2	6	225
603	2	7	281
603	2	8	246
603	2	9	580
603	2	10	624
604	3	1	254
604	3	2	270
604	3	3	266
604	3	4	453
604	3	5	152
604	3	6	204
604	3	7	233
604	3	8	172
604	3	9	486
604	3	10	443
605	4	1	310
605	4	2	165
605	4	3	209
605	4	4	170
605	4	5	96
605	4	6	220
605	4	7	297
605	4	8	135
605	4	9	415
605	4	10	366
606	5	1	121
606	5	2	77
606	5	3	177
606	5	4	304
606	5	5	52
606	5	6	203
606	5	7	150
606	5	8	147
606	5	9	548
606	5	10	359
607	6	2	32
607	6	3	63
607	6	4	42
607	6	6	58
607	6	7	31
607	6	8	61
607	6	9	60
607	6	10	75
608	1	1	242
608	1	2	154
608	1	3	304
608	1	4	355
608	1	5	78
608	1	6	217
608	1	7	324
608	1	8	98
608	1	9	702
608	1	10	519
609	2	1	333
609	2	2	225
609	2	3	348
609	2	4	655
609	2	5	65
609	2	6	288
609	2	7	437
609	2	8	154
609	2	9	804
609	2	10	399
610	3	1	169
610	3	2	330
610	3	3	89
610	3	4	296
610	3	5	122
610	3	6	253
610	3	7	116
610	3	8	172
610	3	9	500
610	3	10	396
611	4	1	244
611	4	2	377
611	4	3	325
611	4	4	341
611	4	5	144
611	4	6	511
611	4	7	664
611	4	8	180
611	4	9	687
611	4	10	659
612	5	1	121
612	5	2	309
612	5	3	228
612	5	4	270
612	5	5	104
612	5	6	207
612	5	7	75
612	5	8	319
612	5	9	1357
612	5	10	459
613	6	7	31
613	6	9	610
614	1	1	387
614	1	2	257
614	1	3	177
614	1	4	507
614	1	5	104
614	1	6	226
614	1	7	200
614	1	8	246
614	1	9	1226
614	1	10	479
615	2	1	393
615	2	2	289
615	2	3	412
615	2	4	465
615	2	5	98
615	2	6	317
615	2	7	312
615	2	8	123
615	2	9	1414
615	2	10	449
616	3	1	367
616	3	2	150
616	3	3	207
616	3	4	276
616	3	5	61
616	3	6	231
616	3	7	87
616	3	8	57
616	3	9	431
616	3	10	140
617	4	1	200
617	4	2	94
617	4	3	163
617	4	4	325
617	4	5	48
617	4	6	131
617	4	7	275
617	4	8	90
617	4	9	371
617	4	10	293
618	5	1	145
618	5	2	206
618	5	3	228
618	5	4	338
618	5	5	235
618	5	6	212
618	5	7	150
618	5	8	123
618	5	9	786
618	5	10	419
619	6	4	21
619	6	6	17
619	6	9	45
619	6	10	75
620	7	6	5
621	1	1	290
621	1	2	283
621	1	3	279
621	1	4	372
621	1	5	261
621	1	6	217
621	1	7	225
621	1	8	221
621	1	9	476
621	1	10	399
622	2	1	242
622	2	2	193
622	2	3	348
622	2	4	422
622	2	5	196
622	2	6	207
622	2	7	156
622	2	8	338
622	2	9	551
622	2	10	374
623	3	1	56
623	3	2	300
623	3	3	207
623	3	4	414
623	3	5	122
623	3	6	237
623	3	7	320
623	3	8	229
623	3	9	472
623	3	10	373
624	4	1	133
624	4	2	189
624	4	3	186
624	4	4	217
624	4	5	120
624	4	6	173
624	4	7	297
624	4	8	158
624	4	9	316
624	4	10	220
625	5	1	266
625	5	2	103
625	5	3	228
625	5	4	338
625	5	5	131
625	5	6	203
625	5	7	175
625	5	8	197
625	5	9	345
625	5	10	499
626	6	3	32
626	6	4	42
626	6	6	40
626	6	8	31
626	6	9	45
626	6	10	50
627	7	10	22
628	1	1	266
628	1	2	206
628	1	3	152
628	1	4	574
628	1	5	26
628	1	6	235
628	1	7	150
628	1	8	197
628	1	9	571
628	1	10	319
629	2	1	272
629	2	2	161
629	2	3	507
629	2	4	528
629	2	5	359
629	2	6	288
629	2	7	437
629	2	8	184
629	2	9	967
629	2	10	574
630	3	1	198
630	3	2	180
630	3	3	237
630	3	4	315
630	3	5	244
630	3	6	237
630	3	7	262
630	3	8	172
630	3	9	708
630	3	10	559
631	4	1	44
631	4	2	94
631	4	3	279
631	4	4	279
631	4	5	120
631	4	6	199
631	4	7	160
631	4	8	203
631	4	9	469
631	4	10	293
632	5	1	145
632	5	2	129
632	5	3	101
632	5	4	253
632	5	5	157
632	5	6	170
632	5	7	200
632	5	8	123
632	5	9	536
632	5	10	379
633	6	2	32
633	6	3	32
633	6	4	42
633	6	5	33
633	6	6	58
633	6	8	31
633	6	9	45
633	6	10	25
634	7	6	5
635	1	1	145
635	1	2	309
635	1	3	304
635	1	4	372
635	1	5	78
635	1	6	161
635	1	7	100
635	1	8	74
635	1	9	583
635	1	10	419
636	2	1	605
636	2	2	225
636	2	3	412
636	2	4	486
636	2	5	261
636	2	6	219
636	2	7	250
636	2	8	92
636	2	9	536
636	2	10	424
637	3	1	282
637	3	2	180
637	3	3	296
637	3	4	375
637	3	5	213
637	3	6	199
637	3	7	291
637	3	8	315
637	3	9	597
637	3	10	303
638	4	1	222
638	4	2	94
638	4	3	348
638	4	4	279
638	4	5	96
638	4	6	224
638	4	7	183
638	4	8	158
638	4	9	382
638	4	10	238
639	5	1	218
639	5	2	232
639	5	3	304
639	5	4	237
639	5	5	235
639	5	6	161
639	5	7	225
639	5	8	123
639	5	9	524
639	5	10	319
640	6	1	60
640	6	2	32
640	6	3	32
640	6	4	63
640	6	6	23
640	6	9	60
640	6	10	75
641	1	1	411
641	1	2	154
641	1	3	380
641	1	4	507
641	1	5	157
641	1	6	198
641	1	7	275
641	1	8	246
641	1	9	488
641	1	10	599
642	2	1	151
642	2	2	225
642	2	3	95
642	2	4	486
642	2	5	65
642	2	6	253
642	2	7	281
642	2	8	215
642	2	9	327
642	2	10	349
643	3	1	113
643	3	2	120
643	3	3	444
643	3	4	473
643	3	5	61
643	3	6	231
643	3	7	233
643	3	8	229
643	3	9	486
643	3	10	419
644	4	1	89
644	4	2	94
644	4	3	163
644	4	4	356
644	4	5	96
644	4	6	144
644	4	7	252
644	4	8	203
644	4	9	447
644	4	10	348
645	5	1	290
645	5	2	232
645	5	3	152
645	5	4	220
645	5	5	78
645	5	6	194
645	5	7	200
645	5	8	98
645	5	9	452
645	5	10	300
646	6	1	30
646	6	3	32
646	6	4	42
646	6	6	23
646	6	7	62
646	6	9	30
646	6	10	75
647	7	6	5
648	1	1	242
648	1	2	180
648	1	3	304
648	1	4	490
648	1	5	209
648	1	6	207
648	1	7	150
648	1	8	319
648	1	9	655
648	1	10	419
649	2	1	363
649	2	2	64
649	2	3	317
649	2	4	739
649	2	5	163
649	2	6	323
649	2	7	406
649	2	8	215
649	2	9	804
649	2	10	549
650	3	1	198
650	3	2	90
650	3	3	177
650	3	4	473
650	3	5	183
650	3	6	177
650	3	8	172
650	3	9	444
650	3	10	233
651	4	1	111
651	4	2	94
651	4	3	325
651	4	4	310
651	4	5	144
651	4	6	207
651	4	7	114
651	4	8	203
651	4	9	458
651	4	10	366
652	5	1	266
652	5	2	334
652	5	3	279
652	5	4	574
652	5	5	209
652	5	6	180
652	5	7	175
652	5	8	197
652	5	9	452
652	5	10	359
653	6	2	64
653	6	3	32
653	6	4	21
653	6	5	33
653	6	6	46
653	6	7	31
653	6	8	92
653	6	9	104
653	6	10	50
654	7	3	27
655	1	1	169
655	1	2	257
655	1	3	279
655	1	4	422
655	1	5	104
655	1	6	203
655	1	7	125
655	1	8	197
655	1	9	762
655	1	10	639
656	2	1	60
656	2	2	129
656	2	3	475
656	2	4	422
656	2	5	65
656	2	6	219
656	2	7	156
656	2	8	215
656	2	9	729
656	2	10	524
657	3	1	282
657	3	2	240
657	3	3	237
657	3	4	434
657	3	5	61
657	3	6	226
657	3	7	146
657	3	8	373
657	3	9	778
657	3	10	419
658	4	1	155
658	4	2	94
658	4	3	209
658	4	4	279
658	4	5	48
658	4	6	549
658	4	7	229
658	4	8	90
658	4	9	524
658	4	10	348
659	5	1	218
659	5	2	154
659	5	3	177
659	5	4	287
659	5	5	131
659	5	6	230
659	5	7	150
659	5	8	270
659	5	9	607
659	5	10	439
660	6	2	32
660	6	4	21
660	6	6	29
660	6	9	45
661	1	1	145
661	1	2	129
661	1	3	228
661	1	4	253
661	1	5	287
661	1	6	124
661	1	7	125
661	1	8	172
661	1	9	488
661	1	10	319
662	2	1	333
662	2	2	418
662	2	3	380
662	2	4	612
662	2	5	294
662	2	6	403
662	2	7	499
662	2	8	461
662	2	9	923
662	2	10	649
663	3	1	141
663	3	2	180
663	3	3	355
663	3	4	473
663	3	5	213
663	3	6	210
663	3	7	116
663	3	8	115
663	3	9	750
663	3	10	396
664	4	1	133
664	4	2	71
664	4	3	232
664	4	4	155
664	4	5	96
664	4	6	93
664	4	7	92
664	4	8	113
664	4	9	327
664	4	10	201
665	5	1	411
665	5	2	206
665	5	3	329
665	5	4	321
665	5	5	104
665	5	6	267
665	5	7	300
665	5	8	270
665	5	9	929
665	5	10	499
666	6	2	32
666	6	4	84
666	6	6	75
666	6	7	31
666	6	9	164
666	6	10	25
667	1	1	435
667	1	2	129
667	1	3	456
667	1	4	507
667	1	5	209
667	1	6	263
667	1	7	250
667	1	8	246
667	1	9	869
667	1	10	559
668	2	1	151
668	2	2	161
668	2	3	127
668	2	4	275
668	2	5	98
668	2	6	150
668	2	7	156
668	2	8	184
668	2	9	506
668	2	10	424
669	3	1	56
669	3	2	60
669	3	3	59
669	3	4	158
669	3	5	91
669	3	6	306
669	3	7	29
669	3	8	29
669	3	9	181
669	3	10	140
670	4	3	51
670	4	4	17
670	4	6	5
670	4	9	48
671	5	6	5
672	6	6	6
672	6	7	34
673	7	1	917
673	7	2	1036
673	7	3	991
673	7	4	1642
673	7	5	278
673	7	6	792
673	7	7	503
673	7	8	670
673	7	9	1467
673	7	10	2058
674	1	1	953
674	1	2	563
674	1	3	471
674	1	4	1312
674	1	5	457
674	1	6	600
674	1	7	737
674	1	8	349
674	1	9	1458
674	1	10	1485
675	2	1	794
675	2	2	985
675	2	3	589
675	2	4	2102
675	2	5	536
675	2	6	806
675	2	7	751
675	2	8	437
675	2	9	2165
675	2	10	1447
676	3	1	617
676	3	2	394
676	3	3	420
676	3	4	992
676	3	5	233
676	3	6	447
676	3	7	573
676	3	8	188
676	3	9	1154
676	3	10	892
677	4	1	558
677	4	2	851
677	4	3	584
677	4	4	1254
677	4	5	550
677	4	6	564
677	4	7	801
677	4	8	468
677	4	9	1205
677	4	10	1221
678	5	1	291
678	5	2	535
678	5	3	527
678	5	4	758
678	5	5	314
678	5	6	575
678	5	7	764
678	5	8	296
678	5	9	1107
678	5	10	1223
679	6	1	33
679	6	2	176
679	6	4	439
679	6	6	82
679	6	7	68
679	6	8	67
679	6	9	146
679	6	10	82
680	1	1	476
680	1	2	619
680	1	3	693
680	1	4	795
680	1	5	228
680	1	6	494
680	1	7	273
680	1	8	242
680	1	9	1315
680	1	10	1267
681	2	1	529
681	2	2	598
681	2	3	520
681	2	4	1132
681	2	5	143
681	2	6	359
681	2	7	341
681	2	8	269
681	2	9	1953
681	2	10	628
682	3	1	309
682	3	2	525
682	3	3	453
682	3	4	539
682	3	5	267
682	3	6	294
682	3	7	191
682	3	8	157
682	3	9	1625
682	3	10	510
683	4	1	315
683	4	2	361
683	4	3	229
683	4	4	695
683	4	5	209
683	4	6	245
683	4	7	350
683	4	8	123
683	4	9	597
683	4	10	721
684	5	1	318
684	5	2	366
684	5	3	444
684	5	4	832
684	5	5	200
684	5	6	403
684	5	7	410
684	5	8	296
684	5	9	911
684	5	10	568
685	6	2	35
685	6	3	69
685	6	4	69
685	6	6	44
685	6	7	34
685	6	8	34
685	6	9	114
685	6	10	55
686	7	10	24
687	1	1	265
687	1	2	507
687	1	3	527
687	1	4	573
687	1	5	457
687	1	6	363
687	1	7	437
687	1	8	108
687	1	9	898
687	1	10	1223
